id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
80,2008,1,5/25/2008,11,5,11,2,normal,0,5,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,
81,2008,9,05-03-2008,8,6,8,2,normal,0,8,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,
82,2008,6,05-04-2008,2,7,7,1,normal,0,2,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,
83,2008,11,05-04-2008,9,10,9,2,normal,0,10,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,
84,2008,5,05-05-2008,5,8,8,1,normal,0,8,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,
85,2008,12,05-06-2008,9,11,11,1,normal,0,11,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,
86,2008,6,05-07-2008,10,2,2,1,normal,0,2,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,
87,2008,8,05-08-2008,7,9,9,1,normal,0,9,0,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,
88,2008,7,05-08-2008,6,5,6,2,normal,0,6,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,
89,2008,11,05-09-2008,11,10,10,1,normal,0,10,0,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,
90,2008,5,5/28/2008,5,2,2,1,normal,0,2,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,
91,2008,12,05-10-2008,9,8,8,1,normal,0,9,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,
92,2008,1,05-11-2008,6,11,6,2,normal,0,6,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,
93,2008,11,05-11-2008,7,10,10,1,normal,0,10,0,3,SR Watson,Sawai Mansingh Stadium,SJ Davis,RE Koertzen,
94,2008,9,05-12-2008,5,8,5,2,normal,0,8,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,
95,2008,7,5/13/2008,6,7,6,2,normal,0,6,23,0,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,
96,2008,6,5/14/2008,9,2,2,1,normal,0,2,0,9,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,
97,2008,9,5/28/2008,8,10,10,1,normal,0,8,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,
98,2008,8,5/15/2008,7,11,11,1,normal,0,7,12,0,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,
99,2008,6,5/16/2008,6,2,2,1,normal,0,2,0,8,SM Pollock,Wankhede Stadium,BR Doctrove,DJ Harper,
100,2008,8,5/17/2008,7,8,7,2,normal,1,8,6,0,DPMD Jayawardene,Feroz Shah Kotla,AV Jayaprakash,RE Koertzen,
101,2008,11,5/17/2008,10,5,5,1,normal,0,10,65,0,GC Smith,Sawai Mansingh Stadium,BF Bowden,SL Shastri,
102,2008,1,5/18/2008,2,11,11,1,normal,0,2,25,0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,DJ Harper,
103,2008,7,5/18/2008,6,9,6,2,normal,1,9,3,0,M Ntini,Eden Gardens,Asad Rauf,K Hariharan,
104,2008,5,5/19/2008,5,7,7,1,normal,0,7,0,5,SP Goswami,M Chinnaswamy Stadium,SJ Davis,GA Pratapkumar,
